startDate,endDate,status,progress,duration,finished,recordedDate,_recordId,distributionChannel,userLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,QID42_4,QID64_TEXT,QID233_TEXT,QID235_FIRST_CLICK,QID235_LAST_CLICK,QID235_PAGE_SUBMIT,QID235_CLICK_COUNT,QID47,QID48_TEXT,QID89_FIRST_CLICK,QID89_LAST_CLICK,QID89_PAGE_SUBMIT,QID89_CLICK_COUNT,QID49,QID90_FIRST_CLICK,QID90_LAST_CLICK,QID90_PAGE_SUBMIT,QID90_CLICK_COUNT,QID122,QID123_FIRST_CLICK,QID123_LAST_CLICK,QID123_PAGE_SUBMIT,QID123_CLICK_COUNT,QID124_TEXT,QID125_FIRST_CLICK,QID125_LAST_CLICK,QID125_PAGE_SUBMIT,QID125_CLICK_COUNT,QID138,QID139_FIRST_CLICK,QID139_LAST_CLICK,QID139_PAGE_SUBMIT,QID139_CLICK_COUNT,QID140_TEXT,QID141_FIRST_CLICK,QID141_LAST_CLICK,QID141_PAGE_SUBMIT,QID141_CLICK_COUNT,QID188_7,QID188_1,QID188_2,QID188_4,QID188_5,QID188_6,QID188_1_TEXT,QID188_2_TEXT,QID188_4_TEXT,QID188_5_TEXT,QID188_6_TEXT,QID189_FIRST_CLICK,QID189_LAST_CLICK,QID189_PAGE_SUBMIT,QID189_CLICK_COUNT,QID126,QID127_FIRST_CLICK,QID127_LAST_CLICK,QID127_PAGE_SUBMIT,QID127_CLICK_COUNT,QID208_1,QID209_FIRST_CLICK,QID209_LAST_CLICK,QID209_PAGE_SUBMIT,QID209_CLICK_COUNT,QID231_1,QID232_FIRST_CLICK,QID232_LAST_CLICK,QID232_PAGE_SUBMIT,QID232_CLICK_COUNT,QID43_1,QID43_2,QID43_3,QID43_4,QID43_5,QID85_FIRST_CLICK,QID85_LAST_CLICK,QID85_PAGE_SUBMIT,QID85_CLICK_COUNT,QID44_1,QID44_2,QID44_3,QID44_4,QID44_5,QID86_FIRST_CLICK,QID86_LAST_CLICK,QID86_PAGE_SUBMIT,QID86_CLICK_COUNT,QID45_1,QID45_2,QID45_3,QID45_4,QID45_5,QID87_FIRST_CLICK,QID87_LAST_CLICK,QID87_PAGE_SUBMIT,QID87_CLICK_COUNT,QID46_1,QID46_2,QID46_3,QID46_4,QID46_5,QID88_FIRST_CLICK,QID88_LAST_CLICK,QID88_PAGE_SUBMIT,QID88_CLICK_COUNT,QID219,QID230_TEXT,QID222_FIRST_CLICK,QID222_LAST_CLICK,QID222_PAGE_SUBMIT,QID222_CLICK_COUNT,QID183,QID217,QID212,QID221_FIRST_CLICK,QID221_LAST_CLICK,QID221_PAGE_SUBMIT,QID221_CLICK_COUNT,QID229_TEXT,treatment,right_place,choiceNum,choice_10,choice_9,choice_8,choice_7,choice_6,choice_5,choice_4,choice_3,choice_2,choice_1,choix,bias,choiceNum_new,annual_amount,income_displayed,other_income1,other_income2,other_income3,other_income4,other_income5,other_income6,other_income7,other_income8,other_income9,other_income10,other_income11,other_income12,other_income13,other_income14,other_income_total,INCOME_TOTAL,other_income_displayed,INCOME_TOTAL_displayed,income,PROLIFIC_PID,CO2
2022-04-12 14:55:49,2022-04-12 15:00:39,IP Address,100,289,True,2022-04-12 15:00:39,R_2QlKjJcO7wXQ56l,anonymous,EN-GB,1,,0,0,,Read and approved,616d653a6beb632a9219baa2,Bole,10.273,10.273,12.899,1,Female,1992,0.701,3.693,4.368,3,Completed college,1.904,4.103,5.24,2,No,3.101,3.101,3.895,1,,,,,,,,,,,,,,,,,,,,,Other additional income or benefit,,,,,290,6.758,14.2,22.057,5,3,9.847,10.534,11.417,2,5,12.476,12.476,13.172,1,5,15,15,15.772,1,4,2,3,3,4,11.001,56.623,58.647,6,3,4,4,4,4,5.153,25.767,26.333,7,2,3,2,6,7,9.328,32.937,35.482,7,4,5,3,5,5,8.092,25.27,25.969,6,No,,,,,,,,,,,,,None,0,1,8,10,9,8,7,6,5,4,3,2,1 Here is your right place!,3,2,,,0,0,0,0,0,290,,,,,,,,,,290,290,290,290,0,616d653a6beb632a9219baa2,
2022-04-12 14:58:04,2022-04-12 15:00:45,IP Address,100,160,True,2022-04-12 15:00:45,R_3h4SskzTIeO51ff,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,5f72adea4576d21f8ac889a0,bole,1.661,1.661,8.034,1,Male,1990,0.603,4.143,4.589,3,Completed college,1.88,1.88,2.707,1,Yes,3.242,3.242,3.906,1,2400,1.132,6.356,6.891,2,Yes,5.274,5.274,6.256,1,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,2.753,2.753,4.1,1,8,3.433,4.568,5.462,2,5,5.505,5.505,6.061,1,4,3.999,4.542,4.857,2,1,1,7,7,2,3.489,12.688,13.371,6,6,6,2,2,5,2.833,7.94,8.62,5,6,2,6,4,6,2.668,13.864,14.201,8,5,3,3,2,1,3.076,11.444,12.51,6,No,,,,,,,${e://Field/choice_7},Yes,3.618,3.618,4.441,1,,1,7,3,10,9,8,7 Here is your right place!,6,5,4,3,2,1,8,1,25,"28,800","2,400",0,0,0,0,0,,,,,,,,,,0,2400,0,"2,400",2400,5f72adea4576d21f8ac889a0,
2022-04-12 14:58:01,2022-04-12 15:00:45,IP Address,100,163,True,2022-04-12 15:00:45,R_p9OSyePzJKK4vlL,anonymous,EN-GB,0.4000000059604644775390625,,,,,Read and approved,5874022fa763c900011d9ab7,bole,1.491,1.491,8.788,1,Female,1976,0.652,1.299,4.714,2,Post graduate,1.288,2.307,3.228,2,No,1.331,1.331,3.495,1,,,,,,,,,,,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,1.82,1.82,3.4,1,6,6.966,7.488,9.082,2,4,6.059,6.988,7.995,3,6,3.547,5.18,6.778,4,1,5,3,3,4,3.757,21.734,22.365,8,7,4,5,4,1,3.609,16.882,18.346,10,1,7,1,7,7,3.367,15.607,16.261,6,2,7,1,7,3,3.66,16.745,18.467,7,No,,,,,,,,,,,,,,0,1,5,10,9,8,7,6,5,4,3,2,1 Here is your right place!,6,5,,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,5874022fa763c900011d9ab7,
2022-04-12 14:52:10,2022-04-12 15:00:47,IP Address,100,517,True,2022-04-12 15:00:47,R_1LzcGmIbqcPYH2y,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,60493b19bde3956020d03ffb,bole,19.861,26.571,34.595,5,Female,1998,1.424,6.597,11.668,6,Completed college,8.922,8.922,12.085,1,Yes,5.884,5.884,7.519,1,300,6.33,6.33,12.781,1,No,12.442,12.442,14.384,1,900,8.145,8.145,12.186,1,I do not receive any additional income or benefit,,,,,,,,,,,8.329,10.941,12.632,2,3,17.138,23.657,24.977,4,5,16.027,17.728,19.465,2,6,6.335,6.335,9.644,1,3,2,3,2,3,4.551,85.729,86.491,10,3,4,3,4,3,6.825,49.563,53.4,6,2,5,3,4,6,6.68,33.628,35.837,6,1,4,3,5,1,7.686,32.621,34.353,6,No,,,,,,,${e://Field/choice_1},Yes,14.642,14.642,16.499,1,,1,1,8,10,9,8,7,6,5,4,3,2,1 Here is your right place!,3,2,25,"3,600",900,0,0,0,0,0,,,,,,,,,,0,900,0,900,900,60493b19bde3956020d03ffb,
2022-04-12 14:55:40,2022-04-12 15:00:51,IP Address,100,310,True,2022-04-12 15:00:51,R_DSm7aISI80HsBS9,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,5c8d5260f756d400166838d9,blue,4.363,63.134,65.779,3,Female,1947,1.692,3.085,6.34,2,Some high school or less,5.001,5.001,7.149,1,No,2.103,2.103,3.399,1,,,,,,,,,,,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,7.66,7.66,10.476,1,6,10.856,12.22,14.347,2,5,3.48,5.589,9.525,2,7,5.286,5.286,6.274,1,1,1,7,7,1,6.721,20.255,21.374,7,7,4,4,1,4,7.412,24.937,27.495,5,2,6,2,2,2,6.692,27.154,28.229,5,4,6,2,6,4,6.986,54.726,55.574,10,No,,,,,,,,,,,,,no remarks,0,1,5,10,9,8,7,6,5,4,3,2,1 Here is your right place!,6,5,,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,5c8d5260f756d400166838d9,
2022-04-12 14:55:03,2022-04-12 15:00:59,IP Address,100,356,True,2022-04-12 15:01:00,R_3D733IM5xtIhioK,anonymous,EN-GB,1,,0,0,,Read and approved,5f2c53866fe20e0f4df15f54,bole,9,9,13.467,1,Female,1983,0.76,2.231,5.296,2,Completed college,3.546,3.546,4.196,1,Yes,3.686,3.686,4.588,1,800.00,5.716,32.739,35.367,4,Yes,5.392,5.392,6.007,1,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,10.564,11.577,30.103,2,4,12.219,16.24,16.901,3,4,7.104,7.809,12.456,2,7,5.593,6.698,7.74,3,3,3,1,3,5,17.096,41.034,44.043,9,4,2,4,4,2,6.403,21.656,21.672,8,2,6,2,4,6,5.202,22.327,22.846,7,4,5,3,5,6,4.845,24.088,24.976,7,Yes,1,22.388,22.388,26.488,1,,,,,,,,,0,1,7,10,9,8,7,6,5,4,3,2,1 Here is your right place!,4,3,,"9,600",800.00,0,0,0,0,0,,,,,,,,,,0,800,0,800,800.00,5f2c53866fe20e0f4df15f54,
2022-04-12 14:57:02,2022-04-12 15:01:01,IP Address,100,239,True,2022-04-12 15:01:01,R_1jcCO89bm7mhQQK,anonymous,EN-GB,1,,0,0,,Read and approved,5ddd9d0e40460ecfff653cb5,Bole,4.249,4.249,7.757,1,Male,1976,0.813,4.267,4.914,3,Completed college,1.521,1.521,2.263,1,No,3.011,3.011,3.757,1,,,,,,,,,,,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,3.494,4.799,6.858,2,4,3.309,4.5,5.401,3,3,5.701,7.891,8.676,2,5,31.401,32.793,33.502,2,1,1,5,2,2,4.992,28.801,29.968,7,7,5,1,2,6,4.358,21.03,23.04,7,2,6,3,4,7,3.301,32.159,32.96,6,2,3,3,4,5,4.201,22.572,23.293,7,No,,,,,,,,,,,,,,0,1,7,10,9,8,7,6,5,4,3,2,1 Here is your right place!,4,3,,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,5ddd9d0e40460ecfff653cb5,
2022-04-12 14:56:33,2022-04-12 15:01:05,IP Address,100,271,True,2022-04-12 15:01:05,R_sL28h7aJ0WeyKUF,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,5edfd24f21501a2e9bfcbc3b,bole,5.276,5.276,11.476,1,Male,1948,1.175,2.208,6.292,2,Some college,2.953,2.953,4.858,1,No,4.671,4.671,5.936,1,,,,,,,,,,,,,,,,,,State or occupational Pension,,,,,1100,,,,10.13,19.257,41.638,2,6,12.843,12.843,15.263,1,5,9.14,9.14,10.622,1,5,6.396,7.671,8.266,2,2,2,6,6,2,8.007,32.494,34.165,6,7,3,5,4,3,9.406,27.002,28.436,5,3,5,3,4,6,9.065,26.434,28.452,5,4,4,4,4,5,6.745,25.349,26.902,5,No,,,,,,,,,,,,,,0,1,5,10,9,8,7,6,5,4,3,2,1 Here is your right place!,6,5,,,0,0,1100,0,0,0,,,,,,,,,,1100,1100,"1,100","1,100",0,5edfd24f21501a2e9bfcbc3b,
2022-04-12 14:53:48,2022-04-12 15:01:17,IP Address,100,449,True,2022-04-12 15:01:18,R_28ZnPT7ggwwI5NS,anonymous,EN-GB,0.800000011920928955078125,,0,0,,Read and approved,5eb5749ca96d7007581d5642,bole,9.17,9.17,12.35,1,Female,1979,0.972,2.111,4.764,2,Some college,4.279,4.279,5.406,1,Yes,4.88,4.88,8.341,1,1,4.577,12.562,14.854,2,No,4.657,4.657,6.204,1,1600,12.202,12.202,18.106,1,I do not receive any additional income or benefit,,,,,,,,,,,8.589,10.53,11.653,2,5,15.056,15.056,18.311,1,5,7.26,7.26,8.085,1,5,4.022,4.022,4.937,1,1,2,4,4,4,9.206,27.648,28.602,5,4,2,4,5,4,7.614,30.271,31.288,5,2,5,2,5,6,174.224,193.916,194.565,6,6,4,2,6,7,7.629,25.36,25.939,5,No,,,,,,,,,,,,,,0,4,6,10,9,8,7,6,5,4 Here is your right place!,3,2,1,5,1,,12,"1,600",0,0,0,0,0,,,,,,,,,,0,1600,0,"1,600",1600,5eb5749ca96d7007581d5642,
2022-04-12 14:55:13,2022-04-12 15:01:21,IP Address,100,367,True,2022-04-12 15:01:21,R_3gUCyPkiKOOnadA,anonymous,EN-GB,1,,0,0,,Read and approved,5f5f66b2c050a00169ba939c,bole,6.139,6.139,9.101,1,Female,1990,0.94,1.877,4.549,2,Post graduate,1.249,3.359,3.689,2,No,2.828,2.828,4.156,1,,,,,,,,,,,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,3.129,5.447,7.161,3,6,6.391,8.292,9.537,3,2,4.564,4.564,5.833,1,8,3.706,3.706,5.066,1,3,5,2,2,5,7.424,25.902,27.043,11,2,2,5,5,1,4.485,16.77,17.124,9,1,7,1,7,7,3.684,17.185,17.537,9,1,7,1,7,1,3.07,11.589,11.951,6,Yes,1.2,2.561,164.776,170.559,5,,${e://Field/choice_1},Yes,6.888,6.888,8.198,1,,1,1,5,10,9,8,7,6,5,4,3,2,1 Here is your right place!,6,5,25,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,5f5f66b2c050a00169ba939c,
2022-04-12 14:58:33,2022-04-12 15:01:36,IP Address,100,182,True,2022-04-12 15:01:36,R_1KyfXtlLcTO1jzw,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,5b0fe50f444cef0001caa108,Bole,3.892,3.892,8.265,1,Female,1985,1.214,1.807,6.478,2,Completed high school,0.987,0.987,1.879,1,No,3.947,3.947,4.715,1,,,,,,,,,,,,,,,,,,,,,Other additional income or benefit,,,,,1600,5.716,9.909,13.095,3,3,5.751,6.973,8.335,3,3,5.518,10.589,12.337,2,5,3.277,3.277,4.057,1,3,2,4,5,4,3.624,22.467,23.341,12,4,4,5,4,4,3.387,11.605,12.576,7,3,4,4,6,7,4.201,21.071,21.807,13,1,4,4,4,4,4.906,24.446,25.517,11,No,,,,,,,,,,,,,,0,4,8,10,9,8,7,6,5,4 Here is your right place!,3,2,1,3,-1,,,0,0,0,0,0,1600,,,,,,,,,,1600,1600,"1,600","1,600",0,5b0fe50f444cef0001caa108,
2022-04-12 14:53:44,2022-04-12 15:01:37,IP Address,100,472,True,2022-04-12 15:01:37,R_TwvdXWUrtePWDv3,anonymous,EN-GB,1,,0,0,,Read and approved,5f4d2859bb28ad0f93bac7be,bole,9.801,10.157,20.87,2,Female,1965,1.469,2.658,8.275,4,Completed college,5.632,5.845,8.938,2,No,2.664,2.912,5.1,2,,,,,,,,,,,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,6.947,8.711,13.942,3,6,15.393,15.598,19.007,2,3,10.484,10.484,17.06,1,7,11.401,11.401,13.989,1,1,3,4,4,4,7.936,56.441,60.054,16,5,5,5,4,2,6.497,51.702,56.396,10,3,3,5,2,5,8.08,54.754,59.964,9,1,3,3,5,1,9.415,69.213,72.539,10,No,,,,,,,${e://Field/choice_1},Yes,8.005,8.22,9.576,2,,1,1,5,10,9,8,7,6,5,4,3,2,1 Here is your right place!,6,5,25,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,5f4d2859bb28ad0f93bac7be,
2022-04-12 14:55:02,2022-04-12 15:01:42,IP Address,100,400,True,2022-04-12 15:01:42,R_ujZBrJSHKO4RQXf,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,56278536ddff3c0005bcdad9,bole,10.101,10.101,24.419,1,Male,1965,1.598,2.444,9.432,2,Completed college,4.301,4.301,6.098,1,Yes,3.301,3.301,5.268,1,2562,6.101,6.101,12.881,1,Yes,7.301,7.301,9.887,1,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,5.168,17.299,25.049,3,5,11.041,12.871,13.928,3,4,21.172,21.172,23.425,1,6,3.492,3.492,5.774,1,2,3,4,4,3,5.801,37.044,40.31,8,2,2,4,4,2,6.469,25.957,28.407,7,1,6,1,6,7,22.573,41.03,46.792,6,2,6,1,6,2,4.775,29.56,30.436,7,No,,,,,,,${e://Field/choice_7},Yes,7.8,7.8,10.362,1,,1,7,6,10,9,8,7 Here is your right place!,6,5,4,3,2,1,5,-2,25,"30,744","2,562",0,0,0,0,0,,,,,,,,,,0,2562,0,"2,562",2562,56278536ddff3c0005bcdad9,
2022-04-12 14:56:24,2022-04-12 15:01:43,IP Address,100,318,True,2022-04-12 15:01:44,R_2YPOJta8L0TgIYG,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,5f2d51163ed6a206cb739054,bole,7.229,7.229,12.937,1,Female,1989,1.721,3.776,6.846,2,Post graduate,3.157,3.157,4.902,1,No,2.814,2.814,3.678,1,,,,,,,,,,,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,5.654,5.654,7.611,1,4,15.458,15.458,17.437,1,7,12.783,15.251,16.399,2,7,8.478,8.478,9.79,1,5,5,3,2,5,4.995,22.727,24.161,7,2,2,5,5,1,6.217,23.165,24.425,8,1,1,1,6,6,5.62,19.204,20.153,6,3,6,1,6,2,4.304,18.998,20.445,7,Yes,4,40.756,98.045,102.797,3,,,,,,,,,0,1,7,10,9,8,7,6,5,4,3,2,1 Here is your right place!,4,3,,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,5f2d51163ed6a206cb739054,
2022-04-12 14:48:02,2022-04-12 15:01:49,IP Address,100,827,True,2022-04-12 15:01:49,R_2SJOIkV8bELs8zA,anonymous,EN-GB,1,,0,0,,Read and approved,623478aa93ccbf5fc88ad4f7,bole,4.102,4.102,8.958,1,Male,1991,0.91,1.725,4.695,2,Completed college,8.9,8.9,10.141,1,Yes,2.87,4.372,6.498,2,600,3.599,3.599,11.899,1,Yes,3.42,3.42,4.553,1,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,7.063,16.501,17.37,5,5,7.171,9.166,10.011,3,3,9.869,9.869,10.803,1,8,5.996,5.996,7.212,1,1,3,6,5,1,4.417,27.398,28.402,6,7,4,6,5,2,3.337,28.469,29.496,8,1,7,1,7,7,3.078,19.81,20.816,6,1,5,1,6,1,23.207,36.907,37.758,6,No,,,,,,,,,,,,,,0,1,6,10,9,8,7,6,5,4,3,2,1 Here is your right place!,5,4,,"7,200",600,0,0,0,0,0,,,,,,,,,,0,600,0,600,600,623478aa93ccbf5fc88ad4f7,
2022-04-12 14:57:25,2022-04-12 15:01:54,IP Address,100,269,True,2022-04-12 15:01:54,R_cvxASMAoJnU3nqh,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,5df22e4c361a85123b9467d0,bole,10.317,12.07,16.304,3,Female,1996,1.089,2.298,5.804,3,Completed college,5.299,5.299,6.505,1,Yes,5.699,5.699,7.2,1,1920,1.672,14.09,22.147,2,Yes,5.334,5.334,6.879,1,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,3.342,3.342,6.053,1,7,6.531,6.531,8.132,1,5,3.267,4.524,5.255,3,7,2.636,3.324,4.105,2,3,3,1,2,4,8.361,35.875,36.893,12,2,1,5,5,5,5.321,36.852,37.83,10,1,3,1,2,6,3,47.667,48.307,13,4,5,2,5,3,3.814,15.79,16.65,9,No,,,,,,,,,,,,,,0,5,4,10,9,8,7,6,5 Here is your right place!,4,3,2,1,7,2,,"23,040","1,920",0,0,0,0,0,,,,,,,,,,0,1920,0,"1,920",1920,5df22e4c361a85123b9467d0,
2022-04-12 14:57:28,2022-04-12 15:01:56,IP Address,100,267,True,2022-04-12 15:01:56,R_yrxvBjpwTc8Xb1L,anonymous,EN-GB,1,,0,0,,Read and approved,5d080cac3ba4580019731a79,bole,6.197,6.197,17.142,1,Female,1967,2.442,8.685,9.632,4,Post graduate,5.604,7.402,7.999,2,No,6.401,6.401,7.557,1,,,,,,,,,,,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,10.301,11.886,12.667,2,6,5.299,6.925,8.224,3,2,3.684,3.684,4.728,1,8,4.685,7.607,8.399,2,3,5,3,1,2,5.037,20.801,22.223,6,3,2,5,4,3,20.392,41.796,42.951,9,1,6,1,7,7,18.039,33.901,34.744,9,1,6,5,5,1,22.201,34.097,35.178,6,No,,,,,,,,,,,,,,0,1,5,10,9,8,7,6,5,4,3,2,1 Here is your right place!,6,5,,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,5d080cac3ba4580019731a79,
2022-04-12 14:57:39,2022-04-12 15:02:00,IP Address,100,260,True,2022-04-12 15:02:00,R_1JFlJWtycWAjYjN,anonymous,EN-GB,1,,0,20,,Read and approved,5e713a14dcb6a904c303ade8,bole,8.067,8.594,12.961,2,Male,1992,1.136,1.955,6.713,2,Completed college,2.099,2.099,8.434,1,Yes,4.168,4.168,5.377,1,415,1.776,1.776,15.095,1,Yes,7.665,7.665,9.218,1,,,,,,,Jobseeker’s Allowance,,,,Other additional income or benefit,350,,,,50,10.525,16.906,22.204,3,3,7.45,7.45,9.573,1,9,6.57,6.57,7.532,1,8,5.531,5.531,6.551,1,4,5,4,5,5,5.198,20.757,23.087,9,5,2,5,5,5,8.886,17.645,19.178,7,1,5,1,5,6,3.761,16.595,17.67,5,1,5,1,5,1,3.303,17.551,19.736,5,No,,,,,,,,,,,,,,0,1,8,10,9,8,7,6,5,4,3,2,1 Here is your right place!,3,2,,"4,980",415,350,0,0,0,50,,,,,,,,,,400,815,400,815,415,5e713a14dcb6a904c303ade8,
2022-04-12 14:55:45,2022-04-12 15:02:07,IP Address,100,382,True,2022-04-12 15:02:07,R_2WBGwi59yGkKPG6,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,5e529aaf2ca8272b83162fa0,bole,0.9,0.9,6.177,1,Female,2000,1.587,2.201,4.839,2,Completed college,2.188,3.176,3.745,2,Yes,2.045,2.045,2.856,1,2800,1.231,1.231,6.137,1,Yes,2.484,2.484,3.462,1,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,3.577,3.577,5.166,1,7,3.02,4.465,5.578,3,3,64.281,67.064,67.754,2,4,2.386,2.386,3.149,1,5,5,2,2,5,5.657,16.091,17.278,5,2,2,5,5,2,5.071,13.869,14.976,5,2,3,3,4,5,6.695,33.146,34.407,7,1,5,3,5,1,5.994,169.191,170.594,7,No,,,,,,,,,,,,,,0,8,4,10,9,8 Here is your right place!,7,6,5,4,3,2,1,7,-1,,"33,600","2,800",0,0,0,0,0,,,,,,,,,,0,2800,0,"2,800",2800,5e529aaf2ca8272b83162fa0,
2022-04-12 14:55:48,2022-04-12 15:02:10,IP Address,100,382,True,2022-04-12 15:02:11,R_2ElWEEpy4wqglvk,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,598dd5523694eb0001b81e14,bole,9.595,9.595,18.101,1,Male,1956,1.199,2.361,7.261,2,Completed college,12.067,12.067,13.076,1,Yes,7.982,12.499,13.653,2,4000,4.447,4.447,12.402,1,Yes,5.687,5.687,6.642,1,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,4.732,4.732,6.728,1,6,10.024,12.524,36.686,3,5,5.394,5.394,6.41,1,6,3.63,5.057,6.097,2,4,3,3,3,3,9.011,33.354,34.621,7,3,3,5,4,2,7.034,33.869,35.076,8,1,6,2,6,6,6.302,36.429,37.508,7,4,6,2,6,4,7.167,30.752,31.601,11,Yes,2,20.732,20.732,24.373,1,,${e://Field/choice_9},Yes,8.703,9.628,11.153,2,,1,9,5,10,9 Here is your right place!,8,7,6,5,4,3,2,1,6,-3,25,"48,000","4,000",0,0,0,0,0,,,,,,,,,,0,4000,0,"4,000",4000,598dd5523694eb0001b81e14,
2022-04-12 14:58:14,2022-04-12 15:02:12,IP Address,100,237,True,2022-04-12 15:02:13,R_22FY6ufstKh3n8t,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,5c4af962cb52c80001686594,bole,5.701,5.701,21.626,1,Female,1979,1.501,2.2,5.386,2,Completed college,2.701,2.701,3.627,1,Yes,3.7,3.7,4.701,1,1337,2.601,2.601,7.035,1,Yes,2.788,2.788,4.444,1,,,,,,,,,,,Other additional income or benefit,,,,,,3.204,4.812,6.157,2,3,3.401,4.393,5.373,2,5,6.884,6.884,7.674,1,6,19.451,21.321,22.315,2,4,4,3,4,3,12.257,21.735,25.578,5,4,3,4,4,3,2.053,4.659,5.757,5,3,5,5,5,5,2.309,9.728,11.06,7,4,5,5,5,5,1.398,6.978,26.353,6,No,,,,,,${e://Field/choice_3},,Yes,4.093,4.093,4.887,1,,1,3,8,10,9,8,7,6,5,4,3 That's correct.,2,1,3,0,25,"16,044","1,337",0,0,0,0,0,,,,,,,,,,0,1337,0,"1,337",1337,5c4af962cb52c80001686594,
2022-04-12 14:54:45,2022-04-12 15:02:14,IP Address,100,449,True,2022-04-12 15:02:15,R_1PT6pAscnnfC0OZ,anonymous,EN-GB,1,,0,0,,Read and approved,5f19dcae475ccd076cce6b3b,Bole,8.981,8.981,11.573,1,Female,1985,0.618,1.294,3.864,2,Post graduate,1.529,2.446,3.169,2,Yes,3.924,3.924,4.636,1,1600,3.598,3.598,18.175,1,Yes,3.353,3.353,8.051,1,,,,,,I do not receive any additional income or benefit,,,,,,,,,,,19.426,19.426,20.524,1,6,9.124,10.223,11.225,2,7,8.402,8.402,9.988,1,9,14.516,14.516,15.025,1,2,1,1,1,7,14.774,30.037,30.437,5,1,1,7,7,1,3.541,14.321,14.95,5,1,7,1,7,7,3.83,22.678,23.098,7,1,7,1,7,7,4.193,21.401,21.947,6,Yes,3.2,172.31,172.31,176.66,1,,${e://Field/choice_4},Yes,4.176,4.176,4.864,1,,1,4,5,10,9,8,7,6,5,4 Here is your right place!,3,2,1,6,2,25,"19,200","1,600",0,0,0,0,0,,,,,,,,,,0,1600,0,"1,600",1600,5f19dcae475ccd076cce6b3b,
2022-04-12 14:52:26,2022-04-12 15:02:14,IP Address,100,587,True,2022-04-12 15:02:15,R_Z1tEyyyLbBwLTz3,anonymous,EN-GB,0.89999997615814208984375,,0,0,,Read and approved,5e72175468f83213c01be3ef,bole,2.735,2.735,8.976,1,Female,1992,1.562,2.791,6.245,2,Completed high school,2.454,3.981,5.761,2,No,2.746,2.746,4.871,1,,,,,,,,,,,,,,,,,,,,,Other additional income or benefit,,,,,,14.639,20.349,22.088,3,3,8.675,13.802,17.929,3,5,2.885,6.285,8.243,3,5,3.373,3.373,4.788,1,4,3,3,4,5,8.217,34.656,36.149,12,4,2,5,4,3,6.705,21.056,22.747,9,2,7,1,7,7,4.936,48.328,49.782,6,4,6,2,4,2,12.702,33.166,34.499,7,Yes,3.3,4.952,233.976,238.14,7,,,,,,,,"I reluctantly have to use a car due to our rural living location. There is no reliable public transport that could get me where I needed to be and no safe footpaths to walk, otherwise I would choose that instead!",0,1,8,10,9,8,7,6,5,4,3,2,1 Here is your right place!,3,2,,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,5e72175468f83213c01be3ef,
